question,id,audio_path,optionA,optionB,optionC,optionD,correct,source_wavs,source_categories
How many different sound sources can be heard in this clip?,99,TREA_dataset/count/audios/99.wav,0,2,3,1,D,"['ESC-50-master/audio/5-208810-B-11.wav', 'ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']"
What is the number of distinct sound sources in the audio file?,100,TREA_dataset/count/audios/100.wav,3,2,1,0,C,['ESC-50-master/audio/5-244459-A-28.wav'],['snoring']
How many different types of sounds can be identified in this recording?,101,TREA_dataset/count/audios/101.wav,2,1,3,0,B,"['ESC-50-master/audio/3-155579-A-14.wav', 'ESC-50-master/audio/3-155579-A-14.wav', 'ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']"
How many unique types of sound are present in this audio?,102,TREA_dataset/count/audios/102.wav,2,1,3,0,B,"['ESC-50-master/audio/2-37806-A-40.wav', 'ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']"
Identify the count of different sound sources in this clip.,103,TREA_dataset/count/audios/103.wav,0,1,3,2,B,"['ESC-50-master/audio/2-32515-C-4.wav', 'ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']"
What is the total number of unique sounds heard in this audio?,104,TREA_dataset/count/audios/104.wav,2,3,0,1,D,"['ESC-50-master/audio/3-144259-A-29.wav', 'ESC-50-master/audio/3-144259-A-29.wav', 'ESC-50-master/audio/3-144259-A-29.wav', 'ESC-50-master/audio/3-144259-A-29.wav']","['drinking_sipping', 'drinking_sipping', 'drinking_sipping', 'drinking_sipping']"
How many distinct sound categories are there in this audio file?,105,TREA_dataset/count/audios/105.wav,3,1,2,0,B,['ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth']
Determine the number of unique sound sources in this recording.,106,TREA_dataset/count/audios/106.wav,3,2,1,0,C,['ESC-50-master/audio/5-243450-A-14.wav'],['chirping_birds']
How many separate sound sources are included in the audio?,107,TREA_dataset/count/audios/107.wav,2,3,4,5,B,"['ESC-50-master/audio/5-160614-B-48.wav', 'ESC-50-master/audio/4-250869-B-2.wav', 'ESC-50-master/audio/4-182613-B-11.wav']","['fireworks', 'pig', 'sea_waves']"
What is the total number of unique sound types in this audio?,108,TREA_dataset/count/audios/108.wav,4,3,1,2,D,"['ESC-50-master/audio/1-115921-A-22.wav', 'ESC-50-master/audio/2-60791-A-26.wav', 'ESC-50-master/audio/2-60791-A-26.wav', 'ESC-50-master/audio/1-115921-A-22.wav']","['clapping', 'laughing', 'laughing', 'clapping']"
How many different sound sources can be heard in this clip?,109,TREA_dataset/count/audios/109.wav,2,3,1,0,C,"['ESC-50-master/audio/1-79146-A-29.wav', 'ESC-50-master/audio/1-79146-A-29.wav', 'ESC-50-master/audio/1-79146-A-29.wav', 'ESC-50-master/audio/1-79146-A-29.wav']","['drinking_sipping', 'drinking_sipping', 'drinking_sipping', 'drinking_sipping']"
What is the number of distinct sound sources in the audio file?,110,TREA_dataset/count/audios/110.wav,3,2,1,0,C,"['ESC-50-master/audio/5-117122-A-42.wav', 'ESC-50-master/audio/5-117122-A-42.wav', 'ESC-50-master/audio/5-117122-A-42.wav', 'ESC-50-master/audio/5-117122-A-42.wav']","['siren', 'siren', 'siren', 'siren']"
How many different types of sounds can be identified in this recording?,111,TREA_dataset/count/audios/111.wav,3,5,2,4,A,"['ESC-50-master/audio/1-115546-A-48.wav', 'ESC-50-master/audio/2-152964-A-31.wav', 'ESC-50-master/audio/4-204777-A-39.wav', 'ESC-50-master/audio/1-115546-A-48.wav', 'ESC-50-master/audio/1-115546-A-48.wav']","['fireworks', 'mouse_click', 'glass_breaking', 'fireworks', 'fireworks']"
How many unique types of sound are present in this audio?,112,TREA_dataset/count/audios/112.wav,2,1,0,3,B,"['ESC-50-master/audio/5-234879-A-1.wav', 'ESC-50-master/audio/5-234879-A-1.wav', 'ESC-50-master/audio/5-234879-A-1.wav', 'ESC-50-master/audio/5-234879-A-1.wav']","['rooster', 'rooster', 'rooster', 'rooster']"
Identify the count of different sound sources in this clip.,113,TREA_dataset/count/audios/113.wav,4,2,5,3,D,"['ESC-50-master/audio/4-191246-B-7.wav', 'ESC-50-master/audio/3-144253-A-29.wav', 'ESC-50-master/audio/3-144253-A-29.wav', 'ESC-50-master/audio/3-144253-A-29.wav', 'ESC-50-master/audio/2-108760-B-14.wav']","['insects', 'drinking_sipping', 'drinking_sipping', 'drinking_sipping', 'chirping_birds']"
What is the total number of unique sounds heard in this audio?,114,TREA_dataset/count/audios/114.wav,1,4,3,2,D,"['ESC-50-master/audio/5-211197-A-24.wav', 'ESC-50-master/audio/5-211197-A-24.wav', 'ESC-50-master/audio/5-186924-A-12.wav', 'ESC-50-master/audio/5-186924-A-12.wav']","['coughing', 'coughing', 'crackling_fire', 'crackling_fire']"
How many distinct sound categories are there in this audio file?,115,TREA_dataset/count/audios/115.wav,4,2,3,5,C,"['ESC-50-master/audio/5-201664-A-18.wav', 'ESC-50-master/audio/5-217158-A-0.wav', 'ESC-50-master/audio/3-142349-A-17.wav']","['toilet_flush', 'dog', 'pouring_water']"
Determine the number of unique sound sources in this recording.,116,TREA_dataset/count/audios/116.wav,4,2,3,1,B,"['ESC-50-master/audio/4-156843-A-21.wav', 'ESC-50-master/audio/4-156843-A-21.wav', 'ESC-50-master/audio/3-119120-E-48.wav', 'ESC-50-master/audio/4-156843-A-21.wav']","['sneezing', 'sneezing', 'fireworks', 'sneezing']"
How many separate sound sources are included in the audio?,117,TREA_dataset/count/audios/117.wav,2,3,1,0,C,"['ESC-50-master/audio/4-59579-A-20.wav', 'ESC-50-master/audio/4-59579-A-20.wav', 'ESC-50-master/audio/4-59579-A-20.wav', 'ESC-50-master/audio/4-59579-A-20.wav']","['crying_baby', 'crying_baby', 'crying_baby', 'crying_baby']"
What is the total number of unique sound types in this audio?,118,TREA_dataset/count/audios/118.wav,3,0,2,1,D,['ESC-50-master/audio/5-223099-B-32.wav'],['keyboard_typing']
How many different sound sources can be heard in this clip?,119,TREA_dataset/count/audios/119.wav,3,0,1,2,C,['ESC-50-master/audio/5-244315-B-6.wav'],['hen']
What is the number of distinct sound sources in the audio file?,120,TREA_dataset/count/audios/120.wav,0,1,3,2,B,['ESC-50-master/audio/2-109759-B-26.wav'],['laughing']
How many different types of sounds can be identified in this recording?,121,TREA_dataset/count/audios/121.wav,2,4,1,3,A,"['ESC-50-master/audio/3-146186-A-44.wav', 'ESC-50-master/audio/3-146186-A-44.wav', 'ESC-50-master/audio/1-85184-A-39.wav', 'ESC-50-master/audio/1-85184-A-39.wav']","['engine', 'engine', 'glass_breaking', 'glass_breaking']"
How many unique types of sound are present in this audio?,122,TREA_dataset/count/audios/122.wav,2,1,0,3,B,"['ESC-50-master/audio/1-85168-A-39.wav', 'ESC-50-master/audio/1-85168-A-39.wav', 'ESC-50-master/audio/1-85168-A-39.wav', 'ESC-50-master/audio/1-85168-A-39.wav']","['glass_breaking', 'glass_breaking', 'glass_breaking', 'glass_breaking']"
Identify the count of different sound sources in this clip.,123,TREA_dataset/count/audios/123.wav,2,3,1,0,C,"['ESC-50-master/audio/1-25777-A-48.wav', 'ESC-50-master/audio/1-25777-A-48.wav', 'ESC-50-master/audio/1-25777-A-48.wav', 'ESC-50-master/audio/1-25777-A-48.wav']","['fireworks', 'fireworks', 'fireworks', 'fireworks']"
What is the total number of unique sounds heard in this audio?,124,TREA_dataset/count/audios/124.wav,0,2,1,3,C,['ESC-50-master/audio/3-126358-A-3.wav'],['cow']
How many distinct sound categories are there in this audio file?,125,TREA_dataset/count/audios/125.wav,0,3,1,2,C,"['ESC-50-master/audio/5-213836-B-9.wav', 'ESC-50-master/audio/5-213836-B-9.wav', 'ESC-50-master/audio/5-213836-B-9.wav']","['crow', 'crow', 'crow']"
Determine the number of unique sound sources in this recording.,126,TREA_dataset/count/audios/126.wav,3,1,2,0,B,['ESC-50-master/audio/2-250710-A-39.wav'],['glass_breaking']
How many separate sound sources are included in the audio?,127,TREA_dataset/count/audios/127.wav,4,1,2,3,C,"['ESC-50-master/audio/4-204202-A-29.wav', 'ESC-50-master/audio/3-155577-A-14.wav', 'ESC-50-master/audio/4-204202-A-29.wav', 'ESC-50-master/audio/4-204202-A-29.wav', 'ESC-50-master/audio/3-155577-A-14.wav']","['drinking_sipping', 'chirping_birds', 'drinking_sipping', 'drinking_sipping', 'chirping_birds']"
What is the total number of unique sound types in this audio?,128,TREA_dataset/count/audios/128.wav,1,0,2,3,A,['ESC-50-master/audio/5-249937-A-22.wav'],['clapping']
How many different sound sources can be heard in this clip?,129,TREA_dataset/count/audios/129.wav,5,2,4,3,D,"['ESC-50-master/audio/4-188191-A-29.wav', 'ESC-50-master/audio/4-165813-A-19.wav', 'ESC-50-master/audio/1-46272-A-12.wav', 'ESC-50-master/audio/4-165813-A-19.wav']","['drinking_sipping', 'thunderstorm', 'crackling_fire', 'thunderstorm']"
What is the number of distinct sound sources in the audio file?,130,TREA_dataset/count/audios/130.wav,2,3,1,4,A,"['ESC-50-master/audio/1-26806-A-1.wav', 'ESC-50-master/audio/1-26806-A-1.wav', 'ESC-50-master/audio/1-26806-A-1.wav', 'ESC-50-master/audio/4-186935-A-44.wav', 'ESC-50-master/audio/1-26806-A-1.wav']","['rooster', 'rooster', 'rooster', 'engine', 'rooster']"
How many different types of sounds can be identified in this recording?,131,TREA_dataset/count/audios/131.wav,1,3,4,2,D,"['ESC-50-master/audio/2-135728-A-38.wav', 'ESC-50-master/audio/2-72547-C-14.wav', 'ESC-50-master/audio/2-135728-A-38.wav', 'ESC-50-master/audio/2-135728-A-38.wav']","['clock_tick', 'chirping_birds', 'clock_tick', 'clock_tick']"
How many unique types of sound are present in this audio?,132,TREA_dataset/count/audios/132.wav,1,3,0,2,A,"['ESC-50-master/audio/1-172649-C-40.wav', 'ESC-50-master/audio/1-172649-C-40.wav']","['helicopter', 'helicopter']"
Identify the count of different sound sources in this clip.,133,TREA_dataset/count/audios/133.wav,0,2,3,1,D,['ESC-50-master/audio/2-56926-A-46.wav'],['church_bells']
What is the total number of unique sounds heard in this audio?,134,TREA_dataset/count/audios/134.wav,2,3,4,1,A,"['ESC-50-master/audio/2-74361-A-47.wav', 'ESC-50-master/audio/2-60795-A-26.wav', 'ESC-50-master/audio/2-60795-A-26.wav']","['airplane', 'laughing', 'laughing']"
How many distinct sound categories are there in this audio file?,135,TREA_dataset/count/audios/135.wav,3,2,1,4,B,"['ESC-50-master/audio/1-56269-A-18.wav', 'ESC-50-master/audio/3-180147-A-30.wav']","['toilet_flush', 'door_wood_knock']"
Determine the number of unique sound sources in this recording.,136,TREA_dataset/count/audios/136.wav,2,1,0,3,B,"['ESC-50-master/audio/4-175846-A-43.wav', 'ESC-50-master/audio/4-175846-A-43.wav']","['car_horn', 'car_horn']"
How many separate sound sources are included in the audio?,137,TREA_dataset/count/audios/137.wav,3,2,1,0,C,"['ESC-50-master/audio/5-157204-B-16.wav', 'ESC-50-master/audio/5-157204-B-16.wav', 'ESC-50-master/audio/5-157204-B-16.wav', 'ESC-50-master/audio/5-157204-B-16.wav']","['wind', 'wind', 'wind', 'wind']"
What is the total number of unique sound types in this audio?,138,TREA_dataset/count/audios/138.wav,5,6,3,4,D,"['ESC-50-master/audio/1-18074-B-6.wav', 'ESC-50-master/audio/4-210000-A-23.wav', 'ESC-50-master/audio/2-37806-C-40.wav', 'ESC-50-master/audio/5-180156-C-43.wav', 'ESC-50-master/audio/1-18074-B-6.wav']","['hen', 'breathing', 'helicopter', 'car_horn', 'hen']"
How many different sound sources can be heard in this clip?,139,TREA_dataset/count/audios/139.wav,3,1,2,0,B,"['ESC-50-master/audio/1-196660-B-8.wav', 'ESC-50-master/audio/1-196660-B-8.wav', 'ESC-50-master/audio/1-196660-B-8.wav', 'ESC-50-master/audio/1-196660-B-8.wav']","['sheep', 'sheep', 'sheep', 'sheep']"
What is the number of distinct sound sources in the audio file?,140,TREA_dataset/count/audios/140.wav,1,2,3,0,A,['ESC-50-master/audio/2-130245-A-34.wav'],['can_opening']
How many different types of sounds can be identified in this recording?,141,TREA_dataset/count/audios/141.wav,5,4,2,3,D,"['ESC-50-master/audio/5-243773-A-44.wav', 'ESC-50-master/audio/5-243773-A-44.wav', 'ESC-50-master/audio/5-117122-A-42.wav', 'ESC-50-master/audio/4-161100-A-47.wav']","['engine', 'engine', 'siren', 'airplane']"
How many unique types of sound are present in this audio?,142,TREA_dataset/count/audios/142.wav,1,2,3,0,A,['ESC-50-master/audio/4-204121-A-39.wav'],['glass_breaking']
Identify the count of different sound sources in this clip.,143,TREA_dataset/count/audios/143.wav,1,3,2,0,A,['ESC-50-master/audio/4-194246-A-13.wav'],['crickets']
What is the total number of unique sounds heard in this audio?,144,TREA_dataset/count/audios/144.wav,1,4,2,3,C,"['ESC-50-master/audio/5-179865-A-43.wav', 'ESC-50-master/audio/3-188390-A-6.wav']","['car_horn', 'hen']"
How many distinct sound categories are there in this audio file?,145,TREA_dataset/count/audios/145.wav,3,2,1,4,B,"['ESC-50-master/audio/1-4211-A-12.wav', 'ESC-50-master/audio/1-4211-A-12.wav', 'ESC-50-master/audio/2-99955-A-7.wav', 'ESC-50-master/audio/1-4211-A-12.wav']","['crackling_fire', 'crackling_fire', 'insects', 'crackling_fire']"
Determine the number of unique sound sources in this recording.,146,TREA_dataset/count/audios/146.wav,3,1,2,0,B,"['ESC-50-master/audio/5-156026-D-4.wav', 'ESC-50-master/audio/5-156026-D-4.wav']","['frog', 'frog']"
How many separate sound sources are included in the audio?,147,TREA_dataset/count/audios/147.wav,4,2,3,1,B,"['ESC-50-master/audio/1-103298-A-9.wav', 'ESC-50-master/audio/5-253101-B-49.wav']","['crow', 'hand_saw']"
What is the total number of unique sound types in this audio?,148,TREA_dataset/count/audios/148.wav,2,3,1,4,A,"['ESC-50-master/audio/1-28135-B-11.wav', 'ESC-50-master/audio/2-160128-A-7.wav']","['sea_waves', 'insects']"
How many different sound sources can be heard in this clip?,149,TREA_dataset/count/audios/149.wav,2,1,3,4,A,"['ESC-50-master/audio/3-107219-A-1.wav', 'ESC-50-master/audio/1-39901-B-11.wav']","['rooster', 'sea_waves']"
What is the number of distinct sound sources in the audio file?,150,TREA_dataset/count/audios/150.wav,1,3,0,2,A,"['ESC-50-master/audio/1-43807-B-47.wav', 'ESC-50-master/audio/1-43807-B-47.wav', 'ESC-50-master/audio/1-43807-B-47.wav', 'ESC-50-master/audio/1-43807-B-47.wav', 'ESC-50-master/audio/1-43807-B-47.wav']","['airplane', 'airplane', 'airplane', 'airplane', 'airplane']"
How many different types of sounds can be identified in this recording?,151,TREA_dataset/count/audios/151.wav,4,2,1,3,B,"['ESC-50-master/audio/3-253084-B-2.wav', 'ESC-50-master/audio/5-221529-A-39.wav', 'ESC-50-master/audio/5-221529-A-39.wav', 'ESC-50-master/audio/3-253084-B-2.wav', 'ESC-50-master/audio/3-253084-B-2.wav']","['pig', 'glass_breaking', 'glass_breaking', 'pig', 'pig']"
How many unique types of sound are present in this audio?,152,TREA_dataset/count/audios/152.wav,1,2,3,0,A,"['ESC-50-master/audio/4-202298-A-31.wav', 'ESC-50-master/audio/4-202298-A-31.wav', 'ESC-50-master/audio/4-202298-A-31.wav', 'ESC-50-master/audio/4-202298-A-31.wav']","['mouse_click', 'mouse_click', 'mouse_click', 'mouse_click']"
Identify the count of different sound sources in this clip.,153,TREA_dataset/count/audios/153.wav,0,2,3,1,D,['ESC-50-master/audio/5-215634-A-17.wav'],['pouring_water']
What is the total number of unique sounds heard in this audio?,154,TREA_dataset/count/audios/154.wav,3,0,1,2,C,"['ESC-50-master/audio/1-62850-A-38.wav', 'ESC-50-master/audio/1-62850-A-38.wav', 'ESC-50-master/audio/1-62850-A-38.wav', 'ESC-50-master/audio/1-62850-A-38.wav']","['clock_tick', 'clock_tick', 'clock_tick', 'clock_tick']"
How many distinct sound categories are there in this audio file?,155,TREA_dataset/count/audios/155.wav,2,0,3,1,D,"['ESC-50-master/audio/3-156581-A-14.wav', 'ESC-50-master/audio/3-156581-A-14.wav']","['chirping_birds', 'chirping_birds']"
Determine the number of unique sound sources in this recording.,156,TREA_dataset/count/audios/156.wav,2,1,0,3,B,"['ESC-50-master/audio/4-185575-A-20.wav', 'ESC-50-master/audio/4-185575-A-20.wav', 'ESC-50-master/audio/4-185575-A-20.wav', 'ESC-50-master/audio/4-185575-A-20.wav']","['crying_baby', 'crying_baby', 'crying_baby', 'crying_baby']"
How many separate sound sources are included in the audio?,157,TREA_dataset/count/audios/157.wav,0,1,2,3,B,"['ESC-50-master/audio/1-56380-A-5.wav', 'ESC-50-master/audio/1-56380-A-5.wav', 'ESC-50-master/audio/1-56380-A-5.wav', 'ESC-50-master/audio/1-56380-A-5.wav']","['cat', 'cat', 'cat', 'cat']"
What is the total number of unique sound types in this audio?,158,TREA_dataset/count/audios/158.wav,1,0,2,3,A,"['ESC-50-master/audio/5-219242-B-37.wav', 'ESC-50-master/audio/5-219242-B-37.wav']","['clock_alarm', 'clock_alarm']"
How many different sound sources can be heard in this clip?,159,TREA_dataset/count/audios/159.wav,5,2,3,4,C,"['ESC-50-master/audio/3-119120-C-48.wav', 'ESC-50-master/audio/3-119120-C-48.wav', 'ESC-50-master/audio/1-76831-A-42.wav', 'ESC-50-master/audio/5-220939-A-27.wav']","['fireworks', 'fireworks', 'siren', 'brushing_teeth']"
What is the number of distinct sound sources in the audio file?,160,TREA_dataset/count/audios/160.wav,1,4,3,2,D,"['ESC-50-master/audio/4-173865-B-9.wav', 'ESC-50-master/audio/2-70939-A-42.wav', 'ESC-50-master/audio/2-70939-A-42.wav', 'ESC-50-master/audio/4-173865-B-9.wav', 'ESC-50-master/audio/2-70939-A-42.wav']","['crow', 'siren', 'siren', 'crow', 'siren']"
How many different types of sounds can be identified in this recording?,161,TREA_dataset/count/audios/161.wav,2,4,1,3,A,"['ESC-50-master/audio/5-238938-A-27.wav', 'ESC-50-master/audio/5-260875-A-35.wav', 'ESC-50-master/audio/5-238938-A-27.wav', 'ESC-50-master/audio/5-238938-A-27.wav', 'ESC-50-master/audio/5-260875-A-35.wav']","['brushing_teeth', 'washing_machine', 'brushing_teeth', 'brushing_teeth', 'washing_machine']"
How many unique types of sound are present in this audio?,162,TREA_dataset/count/audios/162.wav,3,4,1,2,D,"['ESC-50-master/audio/2-114587-A-0.wav', 'ESC-50-master/audio/2-60900-A-22.wav', 'ESC-50-master/audio/2-60900-A-22.wav']","['dog', 'clapping', 'clapping']"
Identify the count of different sound sources in this clip.,163,TREA_dataset/count/audios/163.wav,0,3,2,1,D,['ESC-50-master/audio/5-215447-A-47.wav'],['airplane']
What is the total number of unique sounds heard in this audio?,164,TREA_dataset/count/audios/164.wav,2,3,1,4,A,"['ESC-50-master/audio/3-144259-A-29.wav', 'ESC-50-master/audio/3-144259-A-29.wav', 'ESC-50-master/audio/3-144692-A-21.wav', 'ESC-50-master/audio/3-144692-A-21.wav']","['drinking_sipping', 'drinking_sipping', 'sneezing', 'sneezing']"
How many distinct sound categories are there in this audio file?,165,TREA_dataset/count/audios/165.wav,1,2,0,3,A,"['ESC-50-master/audio/1-26176-A-43.wav', 'ESC-50-master/audio/1-26176-A-43.wav', 'ESC-50-master/audio/1-26176-A-43.wav', 'ESC-50-master/audio/1-26176-A-43.wav', 'ESC-50-master/audio/1-26176-A-43.wav']","['car_horn', 'car_horn', 'car_horn', 'car_horn', 'car_horn']"
Determine the number of unique sound sources in this recording.,166,TREA_dataset/count/audios/166.wav,2,4,3,5,C,"['ESC-50-master/audio/1-9841-A-13.wav', 'ESC-50-master/audio/3-172922-A-48.wav', 'ESC-50-master/audio/4-172742-A-32.wav', 'ESC-50-master/audio/4-172742-A-32.wav']","['crickets', 'fireworks', 'keyboard_typing', 'keyboard_typing']"
How many separate sound sources are included in the audio?,167,TREA_dataset/count/audios/167.wav,2,3,4,5,B,"['ESC-50-master/audio/2-91912-A-33.wav', 'ESC-50-master/audio/4-111671-A-42.wav', 'ESC-50-master/audio/5-192191-A-19.wav', 'ESC-50-master/audio/4-111671-A-42.wav', 'ESC-50-master/audio/4-111671-A-42.wav']","['door_wood_creaks', 'siren', 'thunderstorm', 'siren', 'siren']"
What is the total number of unique sound types in this audio?,168,TREA_dataset/count/audios/168.wav,2,3,4,1,A,"['ESC-50-master/audio/4-191246-B-7.wav', 'ESC-50-master/audio/1-187207-A-20.wav', 'ESC-50-master/audio/1-187207-A-20.wav']","['insects', 'crying_baby', 'crying_baby']"
How many different sound sources can be heard in this clip?,169,TREA_dataset/count/audios/169.wav,2,1,4,3,A,"['ESC-50-master/audio/1-27166-A-35.wav', 'ESC-50-master/audio/3-155568-A-32.wav', 'ESC-50-master/audio/1-27166-A-35.wav', 'ESC-50-master/audio/3-155568-A-32.wav']","['washing_machine', 'keyboard_typing', 'washing_machine', 'keyboard_typing']"
What is the number of distinct sound sources in the audio file?,170,TREA_dataset/count/audios/170.wav,3,2,0,1,D,"['ESC-50-master/audio/5-198411-D-20.wav', 'ESC-50-master/audio/5-198411-D-20.wav', 'ESC-50-master/audio/5-198411-D-20.wav', 'ESC-50-master/audio/5-198411-D-20.wav']","['crying_baby', 'crying_baby', 'crying_baby', 'crying_baby']"
How many different types of sounds can be identified in this recording?,171,TREA_dataset/count/audios/171.wav,1,0,3,2,A,['ESC-50-master/audio/3-145382-A-1.wav'],['rooster']
How many unique types of sound are present in this audio?,172,TREA_dataset/count/audios/172.wav,4,3,5,2,B,"['ESC-50-master/audio/5-218196-B-27.wav', 'ESC-50-master/audio/1-61261-A-44.wav', 'ESC-50-master/audio/5-218196-B-27.wav', 'ESC-50-master/audio/4-133047-C-5.wav', 'ESC-50-master/audio/4-133047-C-5.wav']","['brushing_teeth', 'engine', 'brushing_teeth', 'cat', 'cat']"
Identify the count of different sound sources in this clip.,173,TREA_dataset/count/audios/173.wav,3,0,1,2,C,"['ESC-50-master/audio/1-7974-B-49.wav', 'ESC-50-master/audio/1-7974-B-49.wav']","['hand_saw', 'hand_saw']"
What is the total number of unique sounds heard in this audio?,174,TREA_dataset/count/audios/174.wav,3,2,1,4,B,"['ESC-50-master/audio/2-57191-A-46.wav', 'ESC-50-master/audio/2-57191-A-46.wav', 'ESC-50-master/audio/2-77945-B-41.wav']","['church_bells', 'church_bells', 'chainsaw']"
How many distinct sound categories are there in this audio file?,175,TREA_dataset/count/audios/175.wav,0,3,1,2,C,"['ESC-50-master/audio/2-127108-A-38.wav', 'ESC-50-master/audio/2-127108-A-38.wav']","['clock_tick', 'clock_tick']"
Determine the number of unique sound sources in this recording.,176,TREA_dataset/count/audios/176.wav,3,2,4,5,A,"['ESC-50-master/audio/5-263902-A-36.wav', 'ESC-50-master/audio/3-130998-B-28.wav', 'ESC-50-master/audio/5-160614-E-48.wav', 'ESC-50-master/audio/3-130998-B-28.wav']","['vacuum_cleaner', 'snoring', 'fireworks', 'snoring']"
How many separate sound sources are included in the audio?,177,TREA_dataset/count/audios/177.wav,3,1,2,4,C,"['ESC-50-master/audio/5-210612-A-37.wav', 'ESC-50-master/audio/5-210612-A-37.wav', 'ESC-50-master/audio/5-210612-A-37.wav', 'ESC-50-master/audio/3-154439-A-17.wav']","['clock_alarm', 'clock_alarm', 'clock_alarm', 'pouring_water']"
What is the total number of unique sound types in this audio?,178,TREA_dataset/count/audios/178.wav,0,1,2,3,B,['ESC-50-master/audio/1-51170-A-18.wav'],['toilet_flush']
How many different sound sources can be heard in this clip?,179,TREA_dataset/count/audios/179.wav,3,4,5,6,B,"['ESC-50-master/audio/3-156393-A-35.wav', 'ESC-50-master/audio/2-78562-A-37.wav', 'ESC-50-master/audio/3-156393-A-35.wav', 'ESC-50-master/audio/4-157296-A-24.wav', 'ESC-50-master/audio/1-61212-A-32.wav']","['washing_machine', 'clock_alarm', 'washing_machine', 'coughing', 'keyboard_typing']"
What is the number of distinct sound sources in the audio file?,180,TREA_dataset/count/audios/180.wav,1,3,2,0,A,"['ESC-50-master/audio/1-54505-A-21.wav', 'ESC-50-master/audio/1-54505-A-21.wav', 'ESC-50-master/audio/1-54505-A-21.wav', 'ESC-50-master/audio/1-54505-A-21.wav']","['sneezing', 'sneezing', 'sneezing', 'sneezing']"
How many different types of sounds can be identified in this recording?,181,TREA_dataset/count/audios/181.wav,3,2,1,4,B,"['ESC-50-master/audio/4-126046-A-18.wav', 'ESC-50-master/audio/4-171706-A-23.wav', 'ESC-50-master/audio/4-126046-A-18.wav', 'ESC-50-master/audio/4-171706-A-23.wav']","['toilet_flush', 'breathing', 'toilet_flush', 'breathing']"
How many unique types of sound are present in this audio?,182,TREA_dataset/count/audios/182.wav,0,2,1,3,C,"['ESC-50-master/audio/4-218199-A-35.wav', 'ESC-50-master/audio/4-218199-A-35.wav', 'ESC-50-master/audio/4-218199-A-35.wav']","['washing_machine', 'washing_machine', 'washing_machine']"
Identify the count of different sound sources in this clip.,183,TREA_dataset/count/audios/183.wav,0,1,2,3,B,"['ESC-50-master/audio/2-104475-A-37.wav', 'ESC-50-master/audio/2-104475-A-37.wav', 'ESC-50-master/audio/2-104475-A-37.wav']","['clock_alarm', 'clock_alarm', 'clock_alarm']"
What is the total number of unique sounds heard in this audio?,184,TREA_dataset/count/audios/184.wav,1,0,2,3,A,"['ESC-50-master/audio/5-156999-D-19.wav', 'ESC-50-master/audio/5-156999-D-19.wav']","['thunderstorm', 'thunderstorm']"
How many distinct sound categories are there in this audio file?,185,TREA_dataset/count/audios/185.wav,0,1,3,2,B,"['ESC-50-master/audio/4-157611-B-41.wav', 'ESC-50-master/audio/4-157611-B-41.wav']","['chainsaw', 'chainsaw']"
Determine the number of unique sound sources in this recording.,186,TREA_dataset/count/audios/186.wav,0,3,2,1,D,"['ESC-50-master/audio/3-164630-A-11.wav', 'ESC-50-master/audio/3-164630-A-11.wav', 'ESC-50-master/audio/3-164630-A-11.wav']","['sea_waves', 'sea_waves', 'sea_waves']"
How many separate sound sources are included in the audio?,187,TREA_dataset/count/audios/187.wav,3,2,0,1,D,"['ESC-50-master/audio/1-54752-A-18.wav', 'ESC-50-master/audio/1-54752-A-18.wav']","['toilet_flush', 'toilet_flush']"
What is the total number of unique sound types in this audio?,188,TREA_dataset/count/audios/188.wav,1,2,4,3,B,"['ESC-50-master/audio/2-127108-A-38.wav', 'ESC-50-master/audio/2-127108-A-38.wav', 'ESC-50-master/audio/2-85292-A-24.wav', 'ESC-50-master/audio/2-127108-A-38.wav', 'ESC-50-master/audio/2-85292-A-24.wav']","['clock_tick', 'clock_tick', 'coughing', 'clock_tick', 'coughing']"
How many different sound sources can be heard in this clip?,189,TREA_dataset/count/audios/189.wav,4,1,3,2,D,"['ESC-50-master/audio/5-219044-A-46.wav', 'ESC-50-master/audio/4-184237-A-28.wav', 'ESC-50-master/audio/5-219044-A-46.wav']","['church_bells', 'snoring', 'church_bells']"
What is the number of distinct sound sources in the audio file?,190,TREA_dataset/count/audios/190.wav,3,2,1,0,C,"['ESC-50-master/audio/4-205526-B-23.wav', 'ESC-50-master/audio/4-205526-B-23.wav', 'ESC-50-master/audio/4-205526-B-23.wav']","['breathing', 'breathing', 'breathing']"
How many different types of sounds can be identified in this recording?,191,TREA_dataset/count/audios/191.wav,3,5,4,2,A,"['ESC-50-master/audio/3-107123-A-26.wav', 'ESC-50-master/audio/5-198891-D-8.wav', 'ESC-50-master/audio/3-107123-A-26.wav', 'ESC-50-master/audio/4-182368-A-12.wav', 'ESC-50-master/audio/3-107123-A-26.wav']","['laughing', 'sheep', 'laughing', 'crackling_fire', 'laughing']"
