id,audio_path,question,optionA,optionB,optionC,optionD,correct,ordering_method,audioabsent_optionspresent_num,audiopath_list,cat_mapping
48,TREA_dataset/duration/audios/48.wav,Which sound among the following is the shortest in duration?,train,sea_waves,clapping,water_drops,A,random,2,"['ESC-50-master/audio/2-135728-A-38.wav', 'ESC-50-master/audio/2-135728-A-38.wav', 'ESC-50-master/audio/5-197121-A-45.wav', 'ESC-50-master/audio/2-64963-A-15.wav', 'ESC-50-master/audio/2-64963-A-15.wav']","{'water_drops': 'ESC-50-master/audio/2-64963-A-15.wav', 'clock_tick': 'ESC-50-master/audio/2-135728-A-38.wav', 'train': 'ESC-50-master/audio/5-197121-A-45.wav'}"
49,TREA_dataset/duration/audios/49.wav,Which of the following sounds lasts for the shortest time?,toilet_flush,clapping,footsteps,cat,D,consec,3,"['ESC-50-master/audio/4-133047-B-5.wav', 'ESC-50-master/audio/5-250026-B-30.wav', 'ESC-50-master/audio/5-250026-B-30.wav', 'ESC-50-master/audio/1-63871-A-10.wav', 'ESC-50-master/audio/1-63871-A-10.wav']","{'cat': 'ESC-50-master/audio/4-133047-B-5.wav', 'door_wood_knock': 'ESC-50-master/audio/5-250026-B-30.wav', 'rain': 'ESC-50-master/audio/1-63871-A-10.wav'}"
50,TREA_dataset/duration/audios/50.wav,Which of the given sounds is heard for the least amount of time?,church_bells,washing_machine,clapping,rain,D,consec,1,"['ESC-50-master/audio/5-141683-A-35.wav', 'ESC-50-master/audio/5-141683-A-35.wav', 'ESC-50-master/audio/5-221950-A-22.wav', 'ESC-50-master/audio/5-221950-A-22.wav', 'ESC-50-master/audio/5-193339-A-10.wav']","{'washing_machine': 'ESC-50-master/audio/5-141683-A-35.wav', 'clapping': 'ESC-50-master/audio/5-221950-A-22.wav', 'rain': 'ESC-50-master/audio/5-193339-A-10.wav'}"
51,TREA_dataset/duration/audios/51.wav,Which of the following sounds lasts for the shortest time?,crackling_fire,breathing,rain,crow,A,random,3,"['ESC-50-master/audio/5-208624-A-38.wav', 'ESC-50-master/audio/4-186693-A-17.wav', 'ESC-50-master/audio/5-208624-A-38.wav', 'ESC-50-master/audio/4-186693-A-17.wav', 'ESC-50-master/audio/3-120644-A-12.wav']","{'pouring_water': 'ESC-50-master/audio/4-186693-A-17.wav', 'crackling_fire': 'ESC-50-master/audio/3-120644-A-12.wav', 'clock_tick': 'ESC-50-master/audio/5-208624-A-38.wav'}"
52,TREA_dataset/duration/audios/52.wav,Which sound among the following is heard for the longest time?,snoring,clock_tick,sheep,toilet_flush,B,random,1,"['ESC-50-master/audio/4-196672-A-8.wav', 'ESC-50-master/audio/5-202540-A-18.wav', 'ESC-50-master/audio/4-181865-A-38.wav', 'ESC-50-master/audio/4-181865-A-38.wav', 'ESC-50-master/audio/4-181865-A-38.wav']","{'sheep': 'ESC-50-master/audio/4-196672-A-8.wav', 'clock_tick': 'ESC-50-master/audio/4-181865-A-38.wav', 'toilet_flush': 'ESC-50-master/audio/5-202540-A-18.wav'}"
53,TREA_dataset/duration/audios/53.wav,Which of these sounds has the longest duration?,washing_machine,mouse_click,pig,frog,A,random,2,"['ESC-50-master/audio/4-218199-A-35.wav', 'ESC-50-master/audio/2-118459-B-32.wav', 'ESC-50-master/audio/4-147240-A-2.wav', 'ESC-50-master/audio/4-218199-A-35.wav']","{'keyboard_typing': 'ESC-50-master/audio/2-118459-B-32.wav', 'pig': 'ESC-50-master/audio/4-147240-A-2.wav', 'washing_machine': 'ESC-50-master/audio/4-218199-A-35.wav'}"
54,TREA_dataset/duration/audios/54.wav,Which sound among the following is heard for the greatest length of time?,dog,pouring_water,clock_tick,crickets,C,consec,1,"['ESC-50-master/audio/5-235671-A-38.wav', 'ESC-50-master/audio/5-235671-A-38.wav', 'ESC-50-master/audio/5-212734-A-17.wav', 'ESC-50-master/audio/2-83270-A-13.wav']","{'clock_tick': 'ESC-50-master/audio/5-235671-A-38.wav', 'pouring_water': 'ESC-50-master/audio/5-212734-A-17.wav', 'crickets': 'ESC-50-master/audio/2-83270-A-13.wav'}"
55,TREA_dataset/duration/audios/55.wav,Which of these sounds has the longest duration?,cow,hand_saw,chirping_birds,door_wood_creaks,B,consec,1,"['ESC-50-master/audio/2-59321-A-49.wav', 'ESC-50-master/audio/2-59321-A-49.wav', 'ESC-50-master/audio/4-181955-C-3.wav', 'ESC-50-master/audio/4-159609-A-14.wav']","{'hand_saw': 'ESC-50-master/audio/2-59321-A-49.wav', 'cow': 'ESC-50-master/audio/4-181955-C-3.wav', 'chirping_birds': 'ESC-50-master/audio/4-159609-A-14.wav'}"
56,TREA_dataset/duration/audios/56.wav,Which of these sounds has the longest duration?,chainsaw,cow,glass_breaking,laughing,A,random,2,"['ESC-50-master/audio/3-107219-A-1.wav', 'ESC-50-master/audio/5-222524-A-41.wav', 'ESC-50-master/audio/5-222524-A-41.wav', 'ESC-50-master/audio/2-60794-A-26.wav', 'ESC-50-master/audio/5-222524-A-41.wav']","{'rooster': 'ESC-50-master/audio/3-107219-A-1.wav', 'chainsaw': 'ESC-50-master/audio/5-222524-A-41.wav', 'laughing': 'ESC-50-master/audio/2-60794-A-26.wav'}"
57,TREA_dataset/duration/audios/57.wav,Which sound among the following is the shortest in duration?,siren,train,chainsaw,coughing,C,consec,3,"['ESC-50-master/audio/5-251962-A-47.wav', 'ESC-50-master/audio/5-251962-A-47.wav', 'ESC-50-master/audio/2-125875-A-13.wav', 'ESC-50-master/audio/2-125875-A-13.wav', 'ESC-50-master/audio/2-50667-B-41.wav']","{'airplane': 'ESC-50-master/audio/5-251962-A-47.wav', 'crickets': 'ESC-50-master/audio/2-125875-A-13.wav', 'chainsaw': 'ESC-50-master/audio/2-50667-B-41.wav'}"
58,TREA_dataset/duration/audios/58.wav,Which sound among the following is heard for the longest time?,footsteps,hen,sheep,mouse_click,B,consec,2,"['ESC-50-master/audio/2-127109-A-6.wav', 'ESC-50-master/audio/2-127109-A-6.wav', 'ESC-50-master/audio/2-127109-A-6.wav', 'ESC-50-master/audio/2-196688-A-8.wav', 'ESC-50-master/audio/2-37870-A-2.wav']","{'hen': 'ESC-50-master/audio/2-127109-A-6.wav', 'sheep': 'ESC-50-master/audio/2-196688-A-8.wav', 'pig': 'ESC-50-master/audio/2-37870-A-2.wav'}"
59,TREA_dataset/duration/audios/59.wav,Which sound among the following is heard for the longest time?,siren,church_bells,laughing,wind,A,random,1,"['ESC-50-master/audio/1-76831-A-42.wav', 'ESC-50-master/audio/1-76831-A-42.wav', 'ESC-50-master/audio/5-244526-A-26.wav', 'ESC-50-master/audio/5-198373-A-46.wav']","{'laughing': 'ESC-50-master/audio/5-244526-A-26.wav', 'siren': 'ESC-50-master/audio/1-76831-A-42.wav', 'church_bells': 'ESC-50-master/audio/5-198373-A-46.wav'}"
60,TREA_dataset/duration/audios/60.wav,Which sound among the following is the shortest in duration?,helicopter,engine,door_wood_knock,church_bells,D,consec,3,"['ESC-50-master/audio/2-70280-A-18.wav', 'ESC-50-master/audio/2-70280-A-18.wav', 'ESC-50-master/audio/4-160036-B-33.wav', 'ESC-50-master/audio/4-160036-B-33.wav', 'ESC-50-master/audio/1-48298-A-46.wav']","{'toilet_flush': 'ESC-50-master/audio/2-70280-A-18.wav', 'door_wood_creaks': 'ESC-50-master/audio/4-160036-B-33.wav', 'church_bells': 'ESC-50-master/audio/1-48298-A-46.wav'}"
61,TREA_dataset/duration/audios/61.wav,Which of the following sounds lasts for the shortest time?,washing_machine,clock_tick,pig,hen,A,consec,2,"['ESC-50-master/audio/1-69422-A-3.wav', 'ESC-50-master/audio/1-69422-A-3.wav', 'ESC-50-master/audio/4-200330-A-6.wav', 'ESC-50-master/audio/4-200330-A-6.wav', 'ESC-50-master/audio/4-218199-E-35.wav']","{'cow': 'ESC-50-master/audio/1-69422-A-3.wav', 'hen': 'ESC-50-master/audio/4-200330-A-6.wav', 'washing_machine': 'ESC-50-master/audio/4-218199-E-35.wav'}"
62,TREA_dataset/duration/audios/62.wav,Which sound among the following is heard for the longest time?,clapping,dog,siren,crackling_fire,B,consec,1,"['ESC-50-master/audio/3-51909-A-42.wav', 'ESC-50-master/audio/5-186924-A-12.wav', 'ESC-50-master/audio/1-30226-A-0.wav', 'ESC-50-master/audio/1-30226-A-0.wav', 'ESC-50-master/audio/1-30226-A-0.wav']","{'siren': 'ESC-50-master/audio/3-51909-A-42.wav', 'crackling_fire': 'ESC-50-master/audio/5-186924-A-12.wav', 'dog': 'ESC-50-master/audio/1-30226-A-0.wav'}"
63,TREA_dataset/duration/audios/63.wav,Which of the following sounds lasts for the shortest time?,drinking_sipping,sneezing,chirping_birds,insects,B,consec,3,"['ESC-50-master/audio/2-59241-A-35.wav', 'ESC-50-master/audio/2-59241-A-35.wav', 'ESC-50-master/audio/2-116400-A-0.wav', 'ESC-50-master/audio/2-116400-A-0.wav', 'ESC-50-master/audio/1-29680-A-21.wav']","{'washing_machine': 'ESC-50-master/audio/2-59241-A-35.wav', 'dog': 'ESC-50-master/audio/2-116400-A-0.wav', 'sneezing': 'ESC-50-master/audio/1-29680-A-21.wav'}"
64,TREA_dataset/duration/audios/64.wav,Which sound among the following is heard for the greatest length of time?,sneezing,toilet_flush,frog,mouse_click,C,random,2,"['ESC-50-master/audio/5-237499-A-4.wav', 'ESC-50-master/audio/4-132383-A-2.wav', 'ESC-50-master/audio/5-237499-A-4.wav', 'ESC-50-master/audio/2-152964-A-31.wav']","{'mouse_click': 'ESC-50-master/audio/2-152964-A-31.wav', 'frog': 'ESC-50-master/audio/5-237499-A-4.wav', 'pig': 'ESC-50-master/audio/4-132383-A-2.wav'}"
65,TREA_dataset/duration/audios/65.wav,Which of these sounds has the longest duration?,toilet_flush,cat,keyboard_typing,footsteps,A,random,2,"['ESC-50-master/audio/1-30214-A-18.wav', 'ESC-50-master/audio/1-27724-A-1.wav', 'ESC-50-master/audio/1-30214-A-18.wav', 'ESC-50-master/audio/2-109316-A-32.wav', 'ESC-50-master/audio/1-30214-A-18.wav']","{'rooster': 'ESC-50-master/audio/1-27724-A-1.wav', 'toilet_flush': 'ESC-50-master/audio/1-30214-A-18.wav', 'keyboard_typing': 'ESC-50-master/audio/2-109316-A-32.wav'}"
66,TREA_dataset/duration/audios/66.wav,Which of the given sounds is heard for the least amount of time?,washing_machine,church_bells,laughing,frog,D,consec,2,"['ESC-50-master/audio/1-18757-A-4.wav', 'ESC-50-master/audio/3-94342-A-25.wav', 'ESC-50-master/audio/3-94342-A-25.wav', 'ESC-50-master/audio/5-263775-A-26.wav', 'ESC-50-master/audio/5-263775-A-26.wav']","{'frog': 'ESC-50-master/audio/1-18757-A-4.wav', 'footsteps': 'ESC-50-master/audio/3-94342-A-25.wav', 'laughing': 'ESC-50-master/audio/5-263775-A-26.wav'}"
67,TREA_dataset/duration/audios/67.wav,Which sound among the following is the shortest in duration?,mouse_click,keyboard_typing,train,brushing_teeth,C,consec,2,"['ESC-50-master/audio/4-154405-A-27.wav', 'ESC-50-master/audio/4-154405-A-27.wav', 'ESC-50-master/audio/4-181362-A-13.wav', 'ESC-50-master/audio/4-181362-A-13.wav', 'ESC-50-master/audio/4-165845-B-45.wav']","{'brushing_teeth': 'ESC-50-master/audio/4-154405-A-27.wav', 'crickets': 'ESC-50-master/audio/4-181362-A-13.wav', 'train': 'ESC-50-master/audio/4-165845-B-45.wav'}"
68,TREA_dataset/duration/audios/68.wav,Which sound among the following is heard for the greatest length of time?,crickets,rain,brushing_teeth,siren,A,consec,3,"['ESC-50-master/audio/2-52789-A-4.wav', 'ESC-50-master/audio/5-212736-A-17.wav', 'ESC-50-master/audio/1-57316-A-13.wav', 'ESC-50-master/audio/1-57316-A-13.wav', 'ESC-50-master/audio/1-57316-A-13.wav']","{'frog': 'ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': 'ESC-50-master/audio/5-212736-A-17.wav', 'crickets': 'ESC-50-master/audio/1-57316-A-13.wav'}"
69,TREA_dataset/duration/audios/69.wav,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['ESC-50-master/audio/3-117504-B-16.wav', 'ESC-50-master/audio/3-120526-B-37.wav', 'ESC-50-master/audio/3-117504-B-16.wav', 'ESC-50-master/audio/2-121978-A-29.wav', 'ESC-50-master/audio/3-117504-B-16.wav']","{'wind': 'ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': 'ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': 'ESC-50-master/audio/3-120526-B-37.wav'}"
70,TREA_dataset/duration/audios/70.wav,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['ESC-50-master/audio/4-155650-A-24.wav', 'ESC-50-master/audio/4-168868-A-17.wav', 'ESC-50-master/audio/4-108352-A-33.wav', 'ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': 'ESC-50-master/audio/4-168868-A-17.wav', 'coughing': 'ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': 'ESC-50-master/audio/4-108352-A-33.wav'}"
71,TREA_dataset/duration/audios/71.wav,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,D,random,1,"['ESC-50-master/audio/5-243450-A-14.wav', 'ESC-50-master/audio/4-133895-A-7.wav', 'ESC-50-master/audio/5-243450-A-14.wav', 'ESC-50-master/audio/2-57733-A-22.wav', 'ESC-50-master/audio/2-57733-A-22.wav']","{'insects': 'ESC-50-master/audio/4-133895-A-7.wav', 'clapping': 'ESC-50-master/audio/2-57733-A-22.wav', 'chirping_birds': 'ESC-50-master/audio/5-243450-A-14.wav'}"
72,TREA_dataset/duration/audios/72.wav,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,A,consec,1,"['ESC-50-master/audio/5-194533-A-21.wav', 'ESC-50-master/audio/2-106015-B-44.wav', 'ESC-50-master/audio/2-106015-B-44.wav', 'ESC-50-master/audio/4-168868-A-17.wav', 'ESC-50-master/audio/4-168868-A-17.wav']","{'sneezing': 'ESC-50-master/audio/5-194533-A-21.wav', 'engine': 'ESC-50-master/audio/2-106015-B-44.wav', 'pouring_water': 'ESC-50-master/audio/4-168868-A-17.wav'}"
73,TREA_dataset/duration/audios/73.wav,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,D,consec,3,"['ESC-50-master/audio/4-195707-A-13.wav', 'ESC-50-master/audio/4-195707-A-13.wav', 'ESC-50-master/audio/1-59513-A-0.wav', 'ESC-50-master/audio/3-155583-A-14.wav', 'ESC-50-master/audio/3-155583-A-14.wav']","{'crickets': 'ESC-50-master/audio/4-195707-A-13.wav', 'dog': 'ESC-50-master/audio/1-59513-A-0.wav', 'chirping_birds': 'ESC-50-master/audio/3-155583-A-14.wav'}"
74,TREA_dataset/duration/audios/74.wav,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,C,consec,1,"['ESC-50-master/audio/2-87795-A-24.wav', 'ESC-50-master/audio/2-87795-A-24.wav', 'ESC-50-master/audio/2-87795-A-24.wav', 'ESC-50-master/audio/4-193480-B-40.wav', 'ESC-50-master/audio/3-103401-D-33.wav']","{'coughing': 'ESC-50-master/audio/2-87795-A-24.wav', 'helicopter': 'ESC-50-master/audio/4-193480-B-40.wav', 'door_wood_creaks': 'ESC-50-master/audio/3-103401-D-33.wav'}"
75,TREA_dataset/duration/audios/75.wav,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,C,consec,2,"['ESC-50-master/audio/3-188726-A-35.wav', 'ESC-50-master/audio/4-189838-A-22.wav', 'ESC-50-master/audio/3-154439-A-17.wav', 'ESC-50-master/audio/3-154439-A-17.wav', 'ESC-50-master/audio/3-154439-A-17.wav']","{'washing_machine': 'ESC-50-master/audio/3-188726-A-35.wav', 'clapping': 'ESC-50-master/audio/4-189838-A-22.wav', 'pouring_water': 'ESC-50-master/audio/3-154439-A-17.wav'}"
76,TREA_dataset/duration/audios/76.wav,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,D,random,2,"['ESC-50-master/audio/5-240671-A-44.wav', 'ESC-50-master/audio/3-145387-A-29.wav', 'ESC-50-master/audio/5-240671-A-44.wav', 'ESC-50-master/audio/3-155568-A-32.wav']","{'drinking_sipping': 'ESC-50-master/audio/3-145387-A-29.wav', 'engine': 'ESC-50-master/audio/5-240671-A-44.wav', 'keyboard_typing': 'ESC-50-master/audio/3-155568-A-32.wav'}"
77,TREA_dataset/duration/audios/77.wav,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,A,consec,3,"['ESC-50-master/audio/1-59324-A-21.wav', 'ESC-50-master/audio/3-185456-A-29.wav', 'ESC-50-master/audio/3-185456-A-29.wav', 'ESC-50-master/audio/5-204352-B-13.wav', 'ESC-50-master/audio/5-204352-B-13.wav']","{'sneezing': 'ESC-50-master/audio/1-59324-A-21.wav', 'drinking_sipping': 'ESC-50-master/audio/3-185456-A-29.wav', 'crickets': 'ESC-50-master/audio/5-204352-B-13.wav'}"
78,TREA_dataset/duration/audios/78.wav,Which sound among the following is heard for the longest time?,car_horn,rain,vacuum_cleaner,engine,D,random,1,"['ESC-50-master/audio/5-202898-A-10.wav', 'ESC-50-master/audio/4-186935-A-44.wav', 'ESC-50-master/audio/3-155234-A-43.wav', 'ESC-50-master/audio/4-186935-A-44.wav']","{'rain': 'ESC-50-master/audio/5-202898-A-10.wav', 'engine': 'ESC-50-master/audio/4-186935-A-44.wav', 'car_horn': 'ESC-50-master/audio/3-155234-A-43.wav'}"
79,TREA_dataset/duration/audios/79.wav,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,A,random,3,"['ESC-50-master/audio/4-213915-C-3.wav', 'ESC-50-master/audio/1-54065-B-45.wav', 'ESC-50-master/audio/5-238021-A-35.wav', 'ESC-50-master/audio/5-238021-A-35.wav', 'ESC-50-master/audio/1-54065-B-45.wav']","{'train': 'ESC-50-master/audio/1-54065-B-45.wav', 'cow': 'ESC-50-master/audio/4-213915-C-3.wav', 'washing_machine': 'ESC-50-master/audio/5-238021-A-35.wav'}"
80,TREA_dataset/duration/audios/80.wav,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,C,consec,1,"['ESC-50-master/audio/4-185575-A-20.wav', 'ESC-50-master/audio/4-185575-A-20.wav', 'ESC-50-master/audio/3-193767-A-47.wav', 'ESC-50-master/audio/3-193767-A-47.wav', 'ESC-50-master/audio/3-257858-A-2.wav']","{'crying_baby': 'ESC-50-master/audio/4-185575-A-20.wav', 'airplane': 'ESC-50-master/audio/3-193767-A-47.wav', 'pig': 'ESC-50-master/audio/3-257858-A-2.wav'}"
81,TREA_dataset/duration/audios/81.wav,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,B,consec,2,"['ESC-50-master/audio/4-80761-A-42.wav', 'ESC-50-master/audio/4-80761-A-42.wav', 'ESC-50-master/audio/1-58923-B-27.wav', 'ESC-50-master/audio/2-50666-A-20.wav', 'ESC-50-master/audio/2-50666-A-20.wav']","{'siren': 'ESC-50-master/audio/4-80761-A-42.wav', 'brushing_teeth': 'ESC-50-master/audio/1-58923-B-27.wav', 'crying_baby': 'ESC-50-master/audio/2-50666-A-20.wav'}"
82,TREA_dataset/duration/audios/82.wav,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,A,consec,2,"['ESC-50-master/audio/3-181278-A-22.wav', 'ESC-50-master/audio/2-107228-A-44.wav', 'ESC-50-master/audio/2-107228-A-44.wav', 'ESC-50-master/audio/1-39901-B-11.wav']","{'clapping': 'ESC-50-master/audio/3-181278-A-22.wav', 'engine': 'ESC-50-master/audio/2-107228-A-44.wav', 'sea_waves': 'ESC-50-master/audio/1-39901-B-11.wav'}"
83,TREA_dataset/duration/audios/83.wav,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,A,consec,3,"['ESC-50-master/audio/2-96033-A-13.wav', 'ESC-50-master/audio/4-163264-A-10.wav', 'ESC-50-master/audio/4-163264-A-10.wav', 'ESC-50-master/audio/4-163264-A-10.wav', 'ESC-50-master/audio/1-58923-A-27.wav']","{'crickets': 'ESC-50-master/audio/2-96033-A-13.wav', 'rain': 'ESC-50-master/audio/4-163264-A-10.wav', 'brushing_teeth': 'ESC-50-master/audio/1-58923-A-27.wav'}"
84,TREA_dataset/duration/audios/84.wav,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,B,random,1,"['ESC-50-master/audio/5-219044-A-46.wav', 'ESC-50-master/audio/5-219044-A-46.wav', 'ESC-50-master/audio/4-210593-A-29.wav', 'ESC-50-master/audio/5-219044-A-46.wav', 'ESC-50-master/audio/1-115521-A-19.wav']","{'thunderstorm': 'ESC-50-master/audio/1-115521-A-19.wav', 'drinking_sipping': 'ESC-50-master/audio/4-210593-A-29.wav', 'church_bells': 'ESC-50-master/audio/5-219044-A-46.wav'}"
85,TREA_dataset/duration/audios/85.wav,Which of the given sounds is heard for the least amount of time?,frog,snoring,vacuum_cleaner,laughing,B,consec,3,"['ESC-50-master/audio/1-39937-A-28.wav', 'ESC-50-master/audio/5-192191-A-19.wav', 'ESC-50-master/audio/5-192191-A-19.wav', 'ESC-50-master/audio/5-200329-C-8.wav', 'ESC-50-master/audio/5-200329-C-8.wav']","{'snoring': 'ESC-50-master/audio/1-39937-A-28.wav', 'thunderstorm': 'ESC-50-master/audio/5-192191-A-19.wav', 'sheep': 'ESC-50-master/audio/5-200329-C-8.wav'}"
86,TREA_dataset/duration/audios/86.wav,Which of these sounds has the longest duration?,hand_saw,wind,fireworks,mouse_click,C,random,1,"['ESC-50-master/audio/4-204683-A-31.wav', 'ESC-50-master/audio/2-117615-A-48.wav', 'ESC-50-master/audio/2-117615-A-48.wav', 'ESC-50-master/audio/2-117615-A-48.wav', 'ESC-50-master/audio/3-246513-A-16.wav']","{'mouse_click': 'ESC-50-master/audio/4-204683-A-31.wav', 'wind': 'ESC-50-master/audio/3-246513-A-16.wav', 'fireworks': 'ESC-50-master/audio/2-117615-A-48.wav'}"
87,TREA_dataset/duration/audios/87.wav,Which sound among the following is heard for the longest time?,rain,door_wood_knock,airplane,chainsaw,A,consec,2,"['ESC-50-master/audio/5-208761-A-24.wav', 'ESC-50-master/audio/3-132852-A-10.wav', 'ESC-50-master/audio/3-132852-A-10.wav', 'ESC-50-master/audio/1-64398-A-41.wav']","{'coughing': 'ESC-50-master/audio/5-208761-A-24.wav', 'rain': 'ESC-50-master/audio/3-132852-A-10.wav', 'chainsaw': 'ESC-50-master/audio/1-64398-A-41.wav'}"
88,TREA_dataset/duration/audios/88.wav,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,C,random,1,"['ESC-50-master/audio/2-77347-A-46.wav', 'ESC-50-master/audio/2-77347-A-46.wav', 'ESC-50-master/audio/1-74517-A-37.wav', 'ESC-50-master/audio/2-77347-A-46.wav', 'ESC-50-master/audio/3-170312-A-31.wav']","{'church_bells': 'ESC-50-master/audio/2-77347-A-46.wav', 'mouse_click': 'ESC-50-master/audio/3-170312-A-31.wav', 'clock_alarm': 'ESC-50-master/audio/1-74517-A-37.wav'}"
89,TREA_dataset/duration/audios/89.wav,Which of the following sounds lasts for the shortest time?,water_drops,keyboard_typing,glass_breaking,crow,D,consec,1,"['ESC-50-master/audio/5-213836-D-9.wav', 'ESC-50-master/audio/4-204777-A-39.wav', 'ESC-50-master/audio/4-204777-A-39.wav', 'ESC-50-master/audio/3-125548-A-32.wav', 'ESC-50-master/audio/3-125548-A-32.wav']","{'crow': 'ESC-50-master/audio/5-213836-D-9.wav', 'glass_breaking': 'ESC-50-master/audio/4-204777-A-39.wav', 'keyboard_typing': 'ESC-50-master/audio/3-125548-A-32.wav'}"
90,TREA_dataset/duration/audios/90.wav,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,B,consec,2,"['ESC-50-master/audio/1-94036-A-22.wav', 'ESC-50-master/audio/1-94036-A-22.wav', 'ESC-50-master/audio/1-94036-A-22.wav', 'ESC-50-master/audio/1-19898-A-41.wav', 'ESC-50-master/audio/1-208757-A-2.wav']","{'clapping': 'ESC-50-master/audio/1-94036-A-22.wav', 'chainsaw': 'ESC-50-master/audio/1-19898-A-41.wav', 'pig': 'ESC-50-master/audio/1-208757-A-2.wav'}"
91,TREA_dataset/duration/audios/91.wav,Which sound among the following is heard for the greatest length of time?,pig,clapping,crickets,vacuum_cleaner,B,consec,2,"['ESC-50-master/audio/4-172736-A-36.wav', 'ESC-50-master/audio/5-232816-A-23.wav', 'ESC-50-master/audio/4-189828-A-22.wav', 'ESC-50-master/audio/4-189828-A-22.wav', 'ESC-50-master/audio/4-189828-A-22.wav']","{'vacuum_cleaner': 'ESC-50-master/audio/4-172736-A-36.wav', 'breathing': 'ESC-50-master/audio/5-232816-A-23.wav', 'clapping': 'ESC-50-master/audio/4-189828-A-22.wav'}"
92,TREA_dataset/duration/audios/92.wav,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,D,consec,3,"['ESC-50-master/audio/1-17808-B-12.wav', 'ESC-50-master/audio/5-221878-A-34.wav', 'ESC-50-master/audio/3-151557-A-28.wav', 'ESC-50-master/audio/3-151557-A-28.wav', 'ESC-50-master/audio/3-151557-A-28.wav']","{'crackling_fire': 'ESC-50-master/audio/1-17808-B-12.wav', 'can_opening': 'ESC-50-master/audio/5-221878-A-34.wav', 'snoring': 'ESC-50-master/audio/3-151557-A-28.wav'}"
93,TREA_dataset/duration/audios/93.wav,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,D,consec,2,"['ESC-50-master/audio/2-83270-A-13.wav', 'ESC-50-master/audio/2-83270-A-13.wav', 'ESC-50-master/audio/1-95563-A-31.wav', 'ESC-50-master/audio/1-72229-B-6.wav', 'ESC-50-master/audio/1-72229-B-6.wav']","{'crickets': 'ESC-50-master/audio/2-83270-A-13.wav', 'mouse_click': 'ESC-50-master/audio/1-95563-A-31.wav', 'hen': 'ESC-50-master/audio/1-72229-B-6.wav'}"
94,TREA_dataset/duration/audios/94.wav,Which of the given sounds is heard for the least amount of time?,dog,keyboard_typing,cow,washing_machine,C,random,3,"['ESC-50-master/audio/1-34495-A-14.wav', 'ESC-50-master/audio/4-197454-B-28.wav', 'ESC-50-master/audio/2-103424-A-3.wav', 'ESC-50-master/audio/4-197454-B-28.wav', 'ESC-50-master/audio/1-34495-A-14.wav']","{'cow': 'ESC-50-master/audio/2-103424-A-3.wav', 'chirping_birds': 'ESC-50-master/audio/1-34495-A-14.wav', 'snoring': 'ESC-50-master/audio/4-197454-B-28.wav'}"
95,TREA_dataset/duration/audios/95.wav,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,A,random,3,"['ESC-50-master/audio/1-7974-A-49.wav', 'ESC-50-master/audio/1-18074-A-6.wav', 'ESC-50-master/audio/1-7974-A-49.wav', 'ESC-50-master/audio/1-18074-A-6.wav', 'ESC-50-master/audio/5-207811-A-35.wav']","{'washing_machine': 'ESC-50-master/audio/5-207811-A-35.wav', 'hen': 'ESC-50-master/audio/1-18074-A-6.wav', 'hand_saw': 'ESC-50-master/audio/1-7974-A-49.wav'}"
